[2026-05-30 03:58:53 UTC] CPU: 4.6% | RAM: 0/7,488 MB | Disk: 165/475 GB
[2026-05-30 06:46:34 UTC] CPU: 1.0% | RAM: 6,287/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:40 UTC] CPU: 2.3% | RAM: 6,285/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:46 UTC] CPU: 4.8% | RAM: 6,291/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:51 UTC] CPU: 1.8% | RAM: 6,297/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:57 UTC] CPU: 2.8% | RAM: 6,297/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:03 UTC] CPU: 2.8% | RAM: 6,301/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:08 UTC] CPU: 4.4% | RAM: 6,304/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:14 UTC] CPU: 2.6% | RAM: 6,307/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:20 UTC] CPU: 2.5% | RAM: 6,310/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:25 UTC] CPU: 4.7% | RAM: 6,316/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:31 UTC] CPU: 4.9% | RAM: 6,317/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:37 UTC] CPU: 2.9% | RAM: 6,314/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:43 UTC] CPU: 0.8% | RAM: 6,330/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:48 UTC] CPU: 3.9% | RAM: 6,331/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:47:54 UTC] CPU: 3.1% | RAM: 6,353/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:00 UTC] CPU: 1.3% | RAM: 6,345/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:05 UTC] CPU: 1.5% | RAM: 6,283/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:11 UTC] CPU: 2.1% | RAM: 6,315/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:17 UTC] CPU: 1.0% | RAM: 6,368/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:23 UTC] CPU: 1.3% | RAM: 6,372/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:28 UTC] CPU: 0.0% | RAM: 6,395/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:34 UTC] CPU: 0.5% | RAM: 6,390/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:40 UTC] CPU: 0.0% | RAM: 6,393/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:45 UTC] CPU: 0.3% | RAM: 6,401/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:51 UTC] CPU: 1.0% | RAM: 6,405/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:48:57 UTC] CPU: 0.0% | RAM: 6,415/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:03 UTC] CPU: 0.5% | RAM: 6,424/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:08 UTC] CPU: 0.8% | RAM: 6,434/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:14 UTC] CPU: 0.3% | RAM: 6,438/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:20 UTC] CPU: 0.3% | RAM: 6,439/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:25 UTC] CPU: 0.3% | RAM: 6,463/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:31 UTC] CPU: 0.0% | RAM: 6,465/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:37 UTC] CPU: 0.8% | RAM: 6,465/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:42 UTC] CPU: 0.5% | RAM: 6,464/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:48 UTC] CPU: 0.0% | RAM: 6,480/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:49:54 UTC] CPU: 0.8% | RAM: 6,496/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:00 UTC] CPU: 0.8% | RAM: 6,506/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:05 UTC] CPU: 3.1% | RAM: 6,470/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:11 UTC] CPU: 1.6% | RAM: 6,471/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:17 UTC] CPU: 2.1% | RAM: 6,455/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:22 UTC] CPU: 0.5% | RAM: 6,455/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:28 UTC] CPU: 0.5% | RAM: 6,453/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:34 UTC] CPU: 1.3% | RAM: 6,463/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:40 UTC] CPU: 2.3% | RAM: 6,462/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:45 UTC] CPU: 1.5% | RAM: 6,463/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:51 UTC] CPU: 2.0% | RAM: 6,470/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:50:57 UTC] CPU: 0.8% | RAM: 6,460/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:02 UTC] CPU: 0.5% | RAM: 6,491/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:08 UTC] CPU: 0.3% | RAM: 6,473/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:14 UTC] CPU: 0.0% | RAM: 6,456/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:20 UTC] CPU: 1.0% | RAM: 6,454/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:25 UTC] CPU: 0.8% | RAM: 6,505/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:31 UTC] CPU: 2.0% | RAM: 6,552/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:37 UTC] CPU: 0.5% | RAM: 6,591/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:42 UTC] CPU: 0.0% | RAM: 6,589/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:48 UTC] CPU: 1.0% | RAM: 6,587/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:54 UTC] CPU: 1.3% | RAM: 6,587/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:51:59 UTC] CPU: 0.5% | RAM: 6,602/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:05 UTC] CPU: 0.3% | RAM: 6,515/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:11 UTC] CPU: 0.0% | RAM: 6,525/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:17 UTC] CPU: 0.0% | RAM: 6,527/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:22 UTC] CPU: 0.5% | RAM: 6,528/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:28 UTC] CPU: 0.0% | RAM: 6,527/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:34 UTC] CPU: 1.0% | RAM: 6,528/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:39 UTC] CPU: 0.0% | RAM: 6,529/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:45 UTC] CPU: 0.0% | RAM: 6,529/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:51 UTC] CPU: 2.0% | RAM: 6,529/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:52:56 UTC] CPU: 0.5% | RAM: 6,529/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:02 UTC] CPU: 1.0% | RAM: 6,531/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:08 UTC] CPU: 0.3% | RAM: 6,474/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:14 UTC] CPU: 0.0% | RAM: 6,483/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:19 UTC] CPU: 1.3% | RAM: 6,511/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:25 UTC] CPU: 0.3% | RAM: 6,514/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:31 UTC] CPU: 0.3% | RAM: 6,506/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:36 UTC] CPU: 0.0% | RAM: 6,506/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:42 UTC] CPU: 0.0% | RAM: 6,510/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:48 UTC] CPU: -0.3% | RAM: 6,557/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:53 UTC] CPU: 7.0% | RAM: 6,654/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:53:59 UTC] CPU: 1.0% | RAM: 6,706/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:05 UTC] CPU: 0.0% | RAM: 6,709/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:11 UTC] CPU: 0.3% | RAM: 6,571/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:16 UTC] CPU: 0.3% | RAM: 6,582/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:22 UTC] CPU: 0.0% | RAM: 6,580/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:28 UTC] CPU: 0.5% | RAM: 6,581/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:33 UTC] CPU: 0.8% | RAM: 6,583/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:39 UTC] CPU: 0.0% | RAM: 6,590/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:45 UTC] CPU: 1.5% | RAM: 6,595/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:51 UTC] CPU: 4.9% | RAM: 6,632/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:54:56 UTC] CPU: 3.5% | RAM: 6,634/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:02 UTC] CPU: 1.0% | RAM: 6,643/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:08 UTC] CPU: 0.8% | RAM: 6,643/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:13 UTC] CPU: 1.0% | RAM: 6,702/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:19 UTC] CPU: 0.3% | RAM: 6,724/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:25 UTC] CPU: 1.0% | RAM: 6,739/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:31 UTC] CPU: 1.0% | RAM: 6,739/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:36 UTC] CPU: 5.8% | RAM: 6,762/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:42 UTC] CPU: 1.5% | RAM: 6,780/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:48 UTC] CPU: 3.1% | RAM: 6,858/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:54 UTC] CPU: 5.9% | RAM: 7,006/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:55:59 UTC] CPU: 2.1% | RAM: 6,715/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:05 UTC] CPU: 0.3% | RAM: 6,689/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:11 UTC] CPU: 3.6% | RAM: 6,698/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:16 UTC] CPU: 0.8% | RAM: 6,690/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:22 UTC] CPU: 1.0% | RAM: 6,694/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:28 UTC] CPU: 1.5% | RAM: 6,694/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:34 UTC] CPU: 0.8% | RAM: 6,696/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:39 UTC] CPU: 1.3% | RAM: 6,696/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:45 UTC] CPU: 1.0% | RAM: 6,697/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:51 UTC] CPU: 1.8% | RAM: 6,698/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:56:56 UTC] CPU: 2.6% | RAM: 6,700/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:02 UTC] CPU: 1.3% | RAM: 6,701/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:08 UTC] CPU: 1.5% | RAM: 6,719/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:14 UTC] CPU: 25.5% | RAM: 6,749/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:19 UTC] CPU: 2.0% | RAM: 6,770/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:25 UTC] CPU: 24.7% | RAM: 7,130/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:31 UTC] CPU: 3.6% | RAM: 7,082/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:36 UTC] CPU: 2.3% | RAM: 7,050/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:42 UTC] CPU: 1.0% | RAM: 6,971/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:48 UTC] CPU: 0.8% | RAM: 6,996/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:54 UTC] CPU: 3.1% | RAM: 7,028/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:57:59 UTC] CPU: 0.0% | RAM: 7,067/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:05 UTC] CPU: 0.0% | RAM: 6,712/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:11 UTC] CPU: 5.4% | RAM: 6,651/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:16 UTC] CPU: 0.5% | RAM: 6,630/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:22 UTC] CPU: 2.3% | RAM: 6,610/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:28 UTC] CPU: 2.5% | RAM: 6,654/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:34 UTC] CPU: 4.8% | RAM: 6,748/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:39 UTC] CPU: 0.0% | RAM: 6,755/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:45 UTC] CPU: 2.3% | RAM: 6,627/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:51 UTC] CPU: 9.5% | RAM: 6,641/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:58:57 UTC] CPU: 3.1% | RAM: 6,653/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:02 UTC] CPU: 2.8% | RAM: 6,682/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:08 UTC] CPU: 2.3% | RAM: 6,752/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:14 UTC] CPU: 2.9% | RAM: 6,865/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:19 UTC] CPU: 0.3% | RAM: 6,863/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:25 UTC] CPU: 0.8% | RAM: 6,863/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:59:31 UTC] CPU: 1.3% | RAM: 6,777/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:13 UTC] CPU: 6.5% | RAM: 6,947/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:19 UTC] CPU: 0.8% | RAM: 6,929/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:25 UTC] CPU: 1.0% | RAM: 6,933/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:30 UTC] CPU: 1.3% | RAM: 6,932/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:36 UTC] CPU: 1.0% | RAM: 6,936/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:42 UTC] CPU: 0.3% | RAM: 6,954/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:47 UTC] CPU: 3.5% | RAM: 6,981/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:53 UTC] CPU: 0.5% | RAM: 6,990/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:01:59 UTC] CPU: 1.0% | RAM: 6,990/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:05 UTC] CPU: 1.0% | RAM: 7,020/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:10 UTC] CPU: 0.8% | RAM: 7,015/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:16 UTC] CPU: 1.5% | RAM: 6,972/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:22 UTC] CPU: 0.5% | RAM: 6,991/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:27 UTC] CPU: 6.8% | RAM: 6,913/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:33 UTC] CPU: 0.3% | RAM: 6,966/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:39 UTC] CPU: 1.5% | RAM: 6,926/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:45 UTC] CPU: 1.3% | RAM: 6,948/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:50 UTC] CPU: 4.1% | RAM: 6,940/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:02:56 UTC] CPU: 1.3% | RAM: 6,938/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:02 UTC] CPU: 1.6% | RAM: 6,989/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:08 UTC] CPU: 2.1% | RAM: 6,534/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:13 UTC] CPU: 1.3% | RAM: 6,549/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:19 UTC] CPU: 1.3% | RAM: 6,541/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:25 UTC] CPU: 0.8% | RAM: 6,555/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:30 UTC] CPU: 0.3% | RAM: 6,564/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:36 UTC] CPU: 1.5% | RAM: 6,588/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:42 UTC] CPU: 0.8% | RAM: 6,588/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:48 UTC] CPU: 0.0% | RAM: 6,592/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:53 UTC] CPU: 1.6% | RAM: 6,593/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:03:59 UTC] CPU: 3.3% | RAM: 6,608/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:05 UTC] CPU: 1.0% | RAM: 6,620/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:11 UTC] CPU: 0.8% | RAM: 6,640/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:16 UTC] CPU: 12.2% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:22 UTC] CPU: 1.3% | RAM: 6,664/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:28 UTC] CPU: 0.5% | RAM: 6,660/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:33 UTC] CPU: 1.0% | RAM: 6,661/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:39 UTC] CPU: 0.5% | RAM: 6,659/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:45 UTC] CPU: 0.0% | RAM: 6,664/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:51 UTC] CPU: 4.8% | RAM: 6,731/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:04:56 UTC] CPU: 1.3% | RAM: 6,810/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:02 UTC] CPU: 0.5% | RAM: 6,828/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:08 UTC] CPU: 1.3% | RAM: 6,837/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:13 UTC] CPU: 0.3% | RAM: 6,849/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:19 UTC] CPU: 0.5% | RAM: 6,953/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:25 UTC] CPU: 2.3% | RAM: 6,951/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:31 UTC] CPU: 2.3% | RAM: 6,964/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:36 UTC] CPU: 1.5% | RAM: 7,019/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:42 UTC] CPU: 0.5% | RAM: 7,012/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:48 UTC] CPU: 2.0% | RAM: 7,006/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:54 UTC] CPU: 0.5% | RAM: 7,007/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:05:59 UTC] CPU: 4.8% | RAM: 6,914/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:05 UTC] CPU: 12.7% | RAM: 6,983/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:11 UTC] CPU: 1.0% | RAM: 6,988/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:17 UTC] CPU: 2.9% | RAM: 6,723/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:22 UTC] CPU: 22.6% | RAM: 6,711/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:28 UTC] CPU: 0.3% | RAM: 6,703/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:34 UTC] CPU: 0.5% | RAM: 6,712/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:39 UTC] CPU: 0.0% | RAM: 6,710/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:45 UTC] CPU: 0.0% | RAM: 6,702/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:51 UTC] CPU: 3.6% | RAM: 6,700/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:06:56 UTC] CPU: 0.3% | RAM: 6,705/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:02 UTC] CPU: 0.3% | RAM: 6,717/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:08 UTC] CPU: 0.8% | RAM: 6,726/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:14 UTC] CPU: 2.6% | RAM: 6,729/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:19 UTC] CPU: 1.3% | RAM: 6,728/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:25 UTC] CPU: 0.3% | RAM: 6,726/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:31 UTC] CPU: -44.0% | RAM: 6,672/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:36 UTC] CPU: 0.3% | RAM: 6,671/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:42 UTC] CPU: 0.3% | RAM: 6,669/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:48 UTC] CPU: 2.3% | RAM: 6,672/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:53 UTC] CPU: 2.0% | RAM: 6,683/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:07:59 UTC] CPU: 1.3% | RAM: 6,683/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:05 UTC] CPU: 2.1% | RAM: 6,672/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:11 UTC] CPU: 1.8% | RAM: 6,559/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:16 UTC] CPU: 0.8% | RAM: 6,562/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:22 UTC] CPU: 1.0% | RAM: 6,563/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:28 UTC] CPU: 0.3% | RAM: 6,564/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:33 UTC] CPU: 0.8% | RAM: 6,564/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:39 UTC] CPU: 0.0% | RAM: 6,564/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:45 UTC] CPU: 0.3% | RAM: 6,567/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:51 UTC] CPU: 9.3% | RAM: 6,933/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:08:56 UTC] CPU: 0.3% | RAM: 6,840/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:02 UTC] CPU: 0.5% | RAM: 6,828/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:08 UTC] CPU: 0.8% | RAM: 6,827/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:13 UTC] CPU: 0.5% | RAM: 6,962/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:19 UTC] CPU: 0.0% | RAM: 6,715/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:25 UTC] CPU: 0.3% | RAM: 6,706/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:30 UTC] CPU: 0.3% | RAM: 6,528/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:36 UTC] CPU: 0.3% | RAM: 6,528/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:42 UTC] CPU: 0.3% | RAM: 6,541/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:48 UTC] CPU: 1.0% | RAM: 6,540/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:53 UTC] CPU: 1.0% | RAM: 6,547/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:09:59 UTC] CPU: 0.8% | RAM: 6,558/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:05 UTC] CPU: 2.1% | RAM: 6,555/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:10 UTC] CPU: 2.3% | RAM: 6,667/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:16 UTC] CPU: 57.2% | RAM: 7,064/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:22 UTC] CPU: 3.9% | RAM: 6,970/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:28 UTC] CPU: 1.0% | RAM: 7,011/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:33 UTC] CPU: 1.8% | RAM: 6,976/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:39 UTC] CPU: 4.3% | RAM: 6,997/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:45 UTC] CPU: 1.6% | RAM: 6,827/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:50 UTC] CPU: 2.1% | RAM: 6,837/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:10:56 UTC] CPU: 2.1% | RAM: 6,685/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:02 UTC] CPU: 0.5% | RAM: 6,760/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:07 UTC] CPU: 0.3% | RAM: 6,861/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:13 UTC] CPU: 1.6% | RAM: 6,783/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:19 UTC] CPU: 1.8% | RAM: 6,792/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:25 UTC] CPU: 1.5% | RAM: 6,973/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:30 UTC] CPU: 0.5% | RAM: 6,997/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:36 UTC] CPU: 0.0% | RAM: 6,995/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:42 UTC] CPU: 0.3% | RAM: 6,988/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:47 UTC] CPU: 0.8% | RAM: 6,987/7,488 MB | Disk: 164/475 GB
